Avg Cost Per Mile,Avg Customer Revenue,Carrier,Cost Per Mile,Fiscal Month,Fiscal Year,Fiscal Quarter,Lost Revenue,Parts Cost,Parts Count,Region,Type,WW Area
0.69092827,$328 ,AIR NEW ZEALAND,$1 ,Jan,FY-2014,Q3,$0 ,$590 ,2,APAC,Premium,Asia Pacific
0.536919831,$255 ,AIR NEW ZEALAND,$1 ,Jan,FY-2015,Q3,$0 ,$458 ,2,APAC,Premium,Asia Pacific
0.295180463,"$1,366 ",AIR NEW ZEALAND,$0 ,Jan,FY-2015,Q3,$0 ,"$6,146 ",5,Corporate Office,Premium,Corporate Office
0.695147679,$330 ,AIR NEW ZEALAND,$1 ,Feb,FY-2014,Q3,$0 ,$593 ,2,APAC,Premium,Asia Pacific
0.88317757,$189 ,AIR NEW ZEALAND,$1 ,Feb,FY-2014,Q3,$0 ,$170 ,1,Corporate Office,Domestic,Corporate Office
0.617860852,$238 ,AIR NEW ZEALAND,$1 ,Feb,FY-2015,Q3,$0 ,"$1,071 ",5,APAC,Premium,Asia Pacific
0.5890625,$377 ,AIR NEW ZEALAND,$1 ,Feb,FY-2015,Q3,$0 ,$339 ,1,Corporate Office,Domestic,Corporate Office
0.538461538,$126 ,AIR NEW ZEALAND,$1 ,Feb,FY-2015,Q3,$0 ,$113 ,1,Corporate Office,Premium,Corporate Office
0.845991561,$401 ,AIR NEW ZEALAND,$1 ,Mar,FY-2014,Q3,$0 ,$361 ,1,APAC,Premium,Asia Pacific
0.57635468,$234 ,AIR NEW ZEALAND,$1 ,Mar,FY-2014,Q3,$0 ,$211 ,1,Corporate Office,Domestic,Corporate Office
0.870698644,$278 ,AIR NEW ZEALAND,$1 ,Mar,FY-2014,Q3,$0 ,$752 ,3,Corporate Office,Premium,Corporate Office
1.299212598,$330 ,AIR NEW ZEALAND,$1 ,Mar,FY-2015,Q3,$0 ,$297 ,1,APAC,Freight,Asia Pacific
0.955530217,$279 ,AIR NEW ZEALAND,$1 ,Mar,FY-2015,Q3,$0 ,$754 ,3,APAC,Premium,Asia Pacific
0.602753196,$307 ,AIR NEW ZEALAND,$1 ,Mar,FY-2015,Q3,$0 ,$552 ,2,Corporate Office,Premium,Corporate Office
0.67114094,$275 ,AIR NEW ZEALAND,$1 ,Apr,FY-2014,Q4,$0 ,$990 ,4,APAC,Premium,Asia Pacific
0.844632768,$299 ,AIR NEW ZEALAND,$1 ,Apr,FY-2014,Q4,$0 ,$538 ,2,Corporate Office,Premium,Corporate Office
0.260162602,$352 ,AIR NEW ZEALAND,$0 ,May,FY-2014,Q4,$0 ,$317 ,1,APAC,Freight,Asia Pacific
0.530943785,$257 ,AIR NEW ZEALAND,$1 ,May,FY-2014,Q4,$0 ,"$1,853 ",7,APAC,Premium,Asia Pacific
2.184210526,$332 ,AIR NEW ZEALAND,$2 ,May,FY-2014,Q4,$0 ,$299 ,1,Corporate Office,Premium,Corporate Office
0.968210718,$355 ,AIR NEW ZEALAND,$1 ,Jun,FY-2014,Q4,$0 ,$959 ,3,APAC,Premium,Asia Pacific
0.875527426,$415 ,AIR NEW ZEALAND,$1 ,Jun,FY-2014,Q4,$0 ,$374 ,1,Corporate Office,Premium,Corporate Office
1.194736842,$227 ,AIR PACIFIC LTD,$1 ,Feb,FY-2015,Q3,$0 ,$204 ,1,APAC,Premium,Asia Pacific
0.262390671,$90 ,AIR PHILIPPNES,$0 ,Jan,FY-2014,Q3,$0 ,$81 ,1,APAC,Premium,Asia Pacific
0.196216216,$363 ,AIR SOUTHWEST,$0 ,Oct,FY-2015,Q2,$0 ,$653 ,2,LOCAL,Premium,Central and Eastern Europe
0.090867993,$201 ,AIR SOUTHWEST,$0 ,May,FY-2014,Q4,$0 ,$181 ,1,LOCAL,Premium,Central and Eastern Europe
0.485641892,$288 ,AIR ZIMBABWE,$0 ,Aug,FY-2015,Q1,$0 ,$518 ,2,MiddleEast,Premium,Middle East & Africa
0.469339623,$199 ,AIR ZIMBABWE,$0 ,Apr,FY-2014,Q4,$0 ,$179 ,1,MiddleEast,Premium,Middle East & Africa
0.370777027,$439 ,AIR ZIMBABWE,$0 ,May,FY-2014,Q4,$0 ,$395 ,1,MiddleEast,Premium,Middle East & Africa
0.117379436,$129 ,AIRASIA,$0 ,Oct,FY-2015,Q2,$0 ,$232 ,2,APAC,Premium,Asia Pacific
0.151260504,$54 ,AIRASIA,$0 ,Oct,FY-2015,Q2,$0 ,$49 ,1,Corporate Office,Premium,Corporate Office
0.182905983,$428 ,AIRASIA,$0 ,Dec,FY-2015,Q2,$0 ,$385 ,1,Corporate Office,Domestic,Corporate Office
0.164,$82 ,AIRASIA,$0 ,Dec,FY-2015,Q2,$0 ,$74 ,1,LOCAL,Domestic,Business
0.173931624,$407 ,AIRASIA,$0 ,Jan,FY-2015,Q3,$0 ,$366 ,1,Corporate Office,Domestic,Corporate Office
0.12111399,$187 ,AIRASIA,$0 ,Jan,FY-2015,Q3,$148 ,$168 ,1,Corporate Office,Premium,Corporate Office
0.18974359,$222 ,AIRASIA,$0 ,Jan,FY-2015,Q3,$0 ,$200 ,1,LOCAL,Domestic,Business
0.146532438,$131 ,AIRASIA,$0 ,Feb,FY-2015,Q3,$0 ,$118 ,1,APAC,Freight,Asia Pacific
0.076881134,$141 ,AIRASIA,$0 ,Mar,FY-2015,Q3,$0 ,$127 ,1,APAC,Domestic,Asia Pacific
0.305084746,$108 ,AIRASIA.COM,$0 ,Dec,FY-2015,Q2,$0 ,$97 ,1,LOCAL,Premium,Business
0.277960526,$169 ,AIRLINE TAIMYR,$0 ,Jul,FY-2015,Q1,$0 ,$152 ,1,LOCAL,Premium,Central and Eastern Europe
0.144256941,$265 ,AIRLINE TAIMYR,$0 ,Nov,FY-2014,Q2,$0 ,$239 ,1,LOCAL,Premium,Central and Eastern Europe
0.348600509,$137 ,AIRLINE TAIMYR,$0 ,Jan,FY-2014,Q3,$0 ,$123 ,1,LOCAL,Domestic,Central and Eastern Europe
0.331654676,$461 ,AIRLINE TAIMYR,$0 ,Feb,FY-2014,Q3,$0 ,$415 ,1,LOCAL,Domestic,Business
0.085998951,$164 ,AIRLINE TAIMYR,$0 ,Feb,FY-2015,Q3,$0 ,$148 ,1,LOCAL,Premium,Central and Eastern Europe
0.377461707,$173 ,AIRLINE TAIMYR,$0 ,Mar,FY-2014,Q3,$0 ,$311 ,2,LOCAL,Premium,Central and Eastern Europe
0.250547046,$115 ,AIRLINE TAIMYR,$0 ,Mar,FY-2015,Q3,$0 ,$206 ,2,LOCAL,Premium,Central and Eastern Europe
0.422264875,$220 ,AIRLINE TAIMYR,$0 ,Apr,FY-2014,Q4,$0 ,$198 ,1,LOCAL,Premium,Central and Eastern Europe
0.266360505,$232 ,AIRLINE TAIMYR,$0 ,May,FY-2014,Q4,$0 ,$209 ,1,LOCAL,Premium,Central and Eastern Europe
0.269035533,$106 ,AIRLINE TAIMYR,$0 ,Jun,FY-2014,Q4,$0 ,$95 ,1,LOCAL,Premium,Central and Eastern Europe
0.229233227,$144 ,AIRLINE UTAIR - UKRAINE,$0 ,Jul,FY-2015,Q1,$0 ,$258 ,2,LOCAL,Domestic,Central and Eastern Europe
0.241214058,$151 ,AIRLINE UTAIR - UKRAINE,$0 ,Jul,FY-2015,Q1,$0 ,$136 ,1,LOCAL,Premium,Business
0.338077258,$194 ,AIRLINE UTAIR - UKRAINE,$0 ,Jul,FY-2015,Q1,$143 ,"$1,048 ",6,LOCAL,Premium,Central and Eastern Europe
0.246537901,$169 ,AIRLINE UTAIR - UKRAINE,$0 ,Jan,FY-2014,Q3,$0 ,"$1,218 ",8,LOCAL,Premium,Central and Eastern Europe
0.23796034,$168 ,AIRLINE UTAIR - UKRAINE,$0 ,Feb,FY-2014,Q3,$0 ,$151 ,1,Corporate Office,Domestic,Corporate Office
0.286302498,$174 ,AIRLINE UTAIR - UKRAINE,$0 ,Feb,FY-2014,Q3,$162 ,$939 ,6,LOCAL,Domestic,Central and Eastern Europe
0.267114914,$219 ,AIRLINE UTAIR - UKRAINE,$0 ,Feb,FY-2014,Q3,$43 ,$393 ,2,LOCAL,Premium,Central and Eastern Europe
0.388101983,$274 ,AIRLINE UTAIR - UKRAINE,$0 ,Mar,FY-2014,Q3,$178 ,$493 ,2,Corporate Office,Domestic,Corporate Office
0.326599327,$146 ,AIRLINE UTAIR - UKRAINE,$0 ,Mar,FY-2014,Q3,$0 ,$262 ,2,LOCAL,Premium,Central and Eastern Europe
0.335585586,$224 ,AIRLINE UTAIR - UKRAINE,$0 ,Apr,FY-2014,Q4,$0 ,$402 ,2,LOCAL,Domestic,Central and Eastern Europe
0.246585063,$139 ,AIRLINE UTAIR - UKRAINE,$0 ,Apr,FY-2014,Q4,$0 ,"$1,251 ",10,LOCAL,Premium,Central and Eastern Europe
0.35543131,$148 ,AIRLINE UTAIR - UKRAINE,$0 ,Jun,FY-2014,Q4,$0 ,$401 ,3,LOCAL,Premium,Central and Eastern Europe
0.176374878,$271 ,AIRZENA GEORGIAN AIRLINES,$0 ,Mar,FY-2015,Q3,$85 ,$488 ,2,Corporate Office,Premium,Corporate Office
0.181065089,$153 ,AK BARS AERO,$0 ,Jan,FY-2014,Q3,$0 ,$138 ,1,Corporate Office,Premium,Corporate Office
0.178200692,$103 ,AK BARS AERO,$0 ,Feb,FY-2014,Q3,$0 ,$93 ,1,Corporate Office,Premium,Corporate Office
0.230769231,$174 ,AK BARS AERO,$0 ,Apr,FY-2014,Q4,$0 ,$157 ,1,LOCAL,Premium,Central and Eastern Europe
0.266666667,$130 ,AK BARS AERO,$0 ,May,FY-2014,Q4,$0 ,$234 ,2,LOCAL,Premium,Central and Eastern Europe
0.19408284,$164 ,AK BARS AERO,$0 ,Jun,FY-2014,Q4,$0 ,$148 ,1,Corporate Office,Premium,Corporate Office
0.2169967,$132 ,AK BARS AERO,$0 ,Jun,FY-2014,Q4,$0 ,$237 ,2,LOCAL,Premium,Central and Eastern Europe
0.588715664,$317 ,ALITALIA,$1 ,Jul,FY-2015,Q1,$0 ,"$1,427 ",5,Corporate Office,Premium,Corporate Office
0.590673575,$365 ,ALITALIA,$1 ,Jul,FY-2015,Q1,$0 ,"$4,925 ",15,Western Europe,Premium,Western Europe
0.217910448,$146 ,ALITALIA,$0 ,Aug,FY-2015,Q1,$0 ,$131 ,1,Corporate Office,Domestic,Corporate Office
0.462529274,$395 ,ALITALIA,$0 ,Aug,FY-2015,Q1,$0 ,$356 ,1,Corporate Office,Premium,Corporate Office
0.491580311,$304 ,ALITALIA,$0 ,Aug,FY-2015,Q1,$0 ,"$1,366 ",5,Western Europe,Premium,Western Europe
0.171641791,$115 ,ALITALIA,$0 ,Sep,FY-2015,Q1,$0 ,$104 ,1,LOCAL,Premium,Business
0.231850117,$198 ,ALITALIA,$0 ,Sep,FY-2015,Q1,$0 ,$178 ,1,Western Europe,Domestic,Western Europe
0.56557377,$483 ,ALITALIA,$1 ,Sep,FY-2015,Q1,$0 ,$435 ,1,Western Europe,Freight,Western Europe
0.325023969,$209 ,ALITALIA,$0 ,Sep,FY-2015,Q1,$0 ,"$2,441 ",13,Western Europe,Premium,Western Europe
0.261538462,$459 ,ALITALIA,$0 ,Oct,FY-2015,Q2,$0 ,$413 ,1,LOCAL,Budget,Central and Eastern Europe
0.317356667,$187 ,ALITALIA,$0 ,Oct,FY-2015,Q2,$0 ,"$2,187 ",13,Western Europe,Premium,Western Europe
0.549270073,$301 ,ALITALIA,$1 ,Nov,FY-2015,Q2,$0 ,$271 ,1,Corporate Office,Premium,Corporate Office
0.289986649,$181 ,ALITALIA,$0 ,Nov,FY-2015,Q2,$0 ,"$1,955 ",12,Western Europe,Premium,Western Europe
0.62283237,$431 ,ALITALIA,$1 ,Dec,FY-2014,Q2,$0 ,$388 ,1,Western Europe,Premium,Western Europe
0.225995316,$193 ,ALITALIA,$0 ,Dec,FY-2015,Q2,$0 ,$174 ,1,Western Europe,Budget,Western Europe
0.236862442,$204 ,ALITALIA,$0 ,Dec,FY-2015,Q2,$0 ,"$1,103 ",6,Western Europe,Premium,Western Europe
0.520903955,$922 ,ALITALIA,$1 ,Jan,FY-2014,Q3,$0 ,$830 ,1,Corporate Office,Premium,Corporate Office
1.387147335,$885 ,ALITALIA,$1 ,Jan,FY-2014,Q3,$0 ,"$1,593 ",2,United States,Premium,United States
0.392620624,$166 ,ALITALIA,$0 ,Jan,FY-2014,Q3,$0 ,$747 ,5,Western Europe,Premium,Western Europe
0.270725389,$167 ,ALITALIA,$0 ,Jan,FY-2015,Q3,$0 ,$752 ,5,Western Europe,Premium,Western Europe
0.360284605,$279 ,ALITALIA,$0 ,Feb,FY-2014,Q3,$0 ,$501 ,2,Corporate Office,Premium,Corporate Office
0.472303207,$324 ,ALITALIA,$0 ,Feb,FY-2014,Q3,$0 ,$292 ,1,United States,Premium,United States
0.272254335,$202 ,ALITALIA,$0 ,Feb,FY-2014,Q3,$0 ,"$1,272 ",7,Western Europe,Premium,Western Europe
0.686131387,$188 ,ALITALIA,$1 ,Feb,FY-2015,Q3,$0 ,$169 ,1,Corporate Office,Freight,Corporate Office
0.686131387,$188 ,ALITALIA,$1 ,Feb,FY-2015,Q3,$0 ,$169 ,1,Corporate Office,Premium,Corporate Office
0.286427599,$210 ,ALITALIA,$0 ,Feb,FY-2015,Q3,$0 ,"$1,136 ",6,Western Europe,Premium,Western Europe
0.271305286,$503 ,ALITALIA,$0 ,Mar,FY-2014,Q3,$0 ,$453 ,1,Corporate Office,Budget,Corporate Office
0.24824356,$212 ,ALITALIA,$0 ,Mar,FY-2014,Q3,$0 ,$191 ,1,Corporate Office,Premium,Corporate Office
0.264637002,$113 ,ALITALIA,$0 ,Mar,FY-2014,Q3,$0 ,$102 ,1,United States,Freight,United States
0.415399706,$254 ,ALITALIA,$0 ,Mar,FY-2014,Q3,$0 ,"$2,287 ",10,Western Europe,Premium,Western Europe
0.242751254,$171 ,ALITALIA,$0 ,Mar,FY-2015,Q3,$0 ,"$2,004 ",13,Western Europe,Premium,Western Europe
0.404624277,$280 ,ALITALIA,$0 ,Apr,FY-2014,Q4,$0 ,$252 ,1,Corporate Office,Premium,Corporate Office
0.329754601,$215 ,ALITALIA,$0 ,Apr,FY-2014,Q4,$0 ,$194 ,1,India,Freight,Sourth East Asia
0.329754601,$215 ,ALITALIA,$0 ,Apr,FY-2014,Q4,$0 ,$194 ,1,India,Premium,Sourth East Asia
0.374681492,$231 ,ALITALIA,$0 ,Apr,FY-2014,Q4,$0 ,"$2,912 ",14,Western Europe,Premium,Western Europe
0.363636364,$317 ,ALITALIA,$0 ,May,FY-2014,Q4,$229 ,"$2,855 ",10,Corporate Office,Premium,Corporate Office
0.281540505,$212 ,ALITALIA,$0 ,May,FY-2014,Q4,$0 ,$191 ,1,Western Europe,Freight,Western Europe
0.277366997,$205 ,ALITALIA,$0 ,May,FY-2014,Q4,$0 ,"$2,768 ",15,Western Europe,Premium,Western Europe
0.415069044,$281 ,ALITALIA,$0 ,Jun,FY-2014,Q4,$0 ,"$2,786 ",11,Corporate Office,Premium,Corporate Office
0.404347826,$186 ,ALITALIA,$0 ,Jun,FY-2014,Q4,$0 ,$335 ,2,Western Europe,Domestic,Western Europe
0.384828592,$264 ,ALITALIA,$0 ,Jun,FY-2014,Q4,$0 ,"$4,748 ",20,Western Europe,Premium,Western Europe
0.205128205,$176 ,ALITALIA S.P.A.,$0 ,Jul,FY-2015,Q1,$0 ,$158 ,1,LOCAL,Domestic,Business
0.179487179,$154 ,ALITALIA S.P.A.,$0 ,Sep,FY-2015,Q1,$0 ,$277 ,2,LOCAL,Freight,Business
0.518691589,$333 ,ALITALIA S.P.A.,$1 ,Oct,FY-2015,Q2,$0 ,$300 ,1,LOCAL,Domestic,Business
0.179487179,$154 ,ALITALIA S.P.A.,$0 ,Oct,FY-2015,Q2,$0 ,$139 ,1,LOCAL,Freight,Business
0.179487179,$154 ,ALITALIA S.P.A.,$0 ,Oct,FY-2015,Q2,$0 ,$139 ,1,LOCAL,Premium,Business
0.179487179,$154 ,ALITALIA S.P.A.,$0 ,Nov,FY-2015,Q2,$0 ,$139 ,1,LOCAL,Premium,Business
0.452771272,$435 ,ALL NIPPON AIRWAYS,$0 ,Jul,FY-2015,Q1,$0 ,"$1,566 ",4,Corporate Office,Premium,Corporate Office
0.779376499,$325 ,ALL NIPPON AIRWAYS,$1 ,Jul,FY-2015,Q1,$0 ,$293 ,1,Japan,Domestic,Japan
0.803301238,$292 ,ALL NIPPON AIRWAYS,$1 ,Jul,FY-2015,Q1,$0 ,"$1,051 ",4,Japan,Freight,Japan
0.886427708,$293 ,ALL NIPPON AIRWAYS,$1 ,Jul,FY-2015,Q1,$0 ,"$3,962 ",15,Japan,Premium,Japan
0.415294118,"$1,059 ",ALL NIPPON AIRWAYS,$0 ,Aug,FY-2015,Q1,$0 ,$953 ,1,Corporate Office,Domestic,Corporate Office
0.761290323,$354 ,ALL NIPPON AIRWAYS,$1 ,Aug,FY-2015,Q1,$0 ,"$1,593 ",5,Corporate Office,Premium,Corporate Office
0.85931255,$358 ,ALL NIPPON AIRWAYS,$1 ,Aug,FY-2015,Q1,$0 ,$968 ,3,Japan,Freight,Japan
0.846704871,$311 ,ALL NIPPON AIRWAYS,$1 ,Aug,FY-2015,Q1,$0 ,"$5,319 ",19,Japan,Premium,Japan
0.667953668,$346 ,ALL NIPPON AIRWAYS,$1 ,Aug,FY-2015,Q1,$0 ,$311 ,1,LOCAL,Premium,Business
1.229803922,"$1,568 ",ALL NIPPON AIRWAYS,$1 ,Sep,FY-2015,Q1,$0 ,"$1,411 ",1,Corporate Office,Domestic,Corporate Office
0.59922179,$154 ,ALL NIPPON AIRWAYS,$1 ,Sep,FY-2015,Q1,$0 ,$139 ,1,Corporate Office,Premium,Corporate Office
0.270980392,$691 ,ALL NIPPON AIRWAYS,$0 ,Sep,FY-2015,Q1,$0 ,$622 ,1,Japan,Budget,Japan
0.250784314,$640 ,ALL NIPPON AIRWAYS,$0 ,Sep,FY-2015,Q1,$0 ,"$1,151 ",2,Japan,Domestic,Japan
0.760089686,$324 ,ALL NIPPON AIRWAYS,$1 ,Sep,FY-2015,Q1,$0 ,"$6,407 ",22,Japan,Premium,Japan
0.695652174,$128 ,ALL NIPPON AIRWAYS,$1 ,Oct,FY-2015,Q2,$0 ,$115 ,1,Corporate Office,Freight,Corporate Office
0.871227364,$217 ,ALL NIPPON AIRWAYS,$1 ,Oct,FY-2015,Q2,$0 ,$390 ,2,Corporate Office,Premium,Corporate Office
0.24627451,$628 ,ALL NIPPON AIRWAYS,$0 ,Oct,FY-2015,Q2,$0 ,$565 ,1,Japan,Budget,Japan
0.330588235,$843 ,ALL NIPPON AIRWAYS,$0 ,Oct,FY-2015,Q2,$0 ,"$1,517 ",2,Japan,Domestic,Japan
0.343380615,$387 ,ALL NIPPON AIRWAYS,$0 ,Oct,FY-2015,Q2,$0 ,"$1,046 ",3,Japan,Freight,Japan
0.566547223,$295 ,ALL NIPPON AIRWAYS,$1 ,Oct,FY-2015,Q2,$0 ,"$3,984 ",15,Japan,Premium,Japan
0.922165821,$182 ,ALL NIPPON AIRWAYS,$1 ,Oct,FY-2015,Q2,$0 ,$491 ,3,LOCAL,Premium,Business
0.435965691,$491 ,ALL NIPPON AIRWAYS,$0 ,Nov,FY-2015,Q2,$0 ,"$1,327 ",3,Corporate Office,Premium,Corporate Office
0.434362934,$225 ,ALL NIPPON AIRWAYS,$0 ,Nov,FY-2015,Q2,$0 ,$203 ,1,Japan,Freight,Japan
0.743236473,$198 ,ALL NIPPON AIRWAYS,$1 ,Nov,FY-2015,Q2,$0 ,"$2,670 ",15,Japan,Premium,Japan
0.434362934,$225 ,ALL NIPPON AIRWAYS,$0 ,Nov,FY-2015,Q2,$0 ,$203 ,1,LOCAL,Premium,Business
0.185098039,$472 ,ALL NIPPON AIRWAYS,$0 ,Dec,FY-2014,Q2,$0 ,$425 ,1,Corporate Office,Domestic,Corporate Office
0.172156863,$439 ,ALL NIPPON AIRWAYS,$0 ,Dec,FY-2014,Q2,$0 ,$395 ,1,Corporate Office,Premium,Corporate Office
1.092391304,$201 ,ALL NIPPON AIRWAYS,$1 ,Dec,FY-2015,Q2,$0 ,$181 ,1,Corporate Office,Freight,Corporate Office
0.573116691,$499 ,ALL NIPPON AIRWAYS,$1 ,Dec,FY-2015,Q2,$0 ,"$3,143 ",7,Corporate Office,Premium,Corporate Office
0.602540835,$332 ,ALL NIPPON AIRWAYS,$1 ,Dec,FY-2015,Q2,$0 ,$299 ,1,Japan,Freight,Japan
0.621553885,$230 ,ALL NIPPON AIRWAYS,$1 ,Dec,FY-2015,Q2,$0 ,"$2,902 ",14,Japan,Premium,Japan
0.695600476,$293 ,ALL NIPPON AIRWAYS,$1 ,Dec,FY-2015,Q2,$0 ,$527 ,2,LOCAL,Premium,Business
0.757254902,"$1,931 ",ALL NIPPON AIRWAYS,$1 ,Jan,FY-2014,Q3,$0 ,"$1,738 ",1,Corporate Office,Domestic,Corporate Office
0.53490773,"$1,036 ",ALL NIPPON AIRWAYS,$1 ,Jan,FY-2014,Q3,$0 ,"$3,731 ",4,Corporate Office,Premium,Corporate Office
0.622419929,$292 ,ALL NIPPON AIRWAYS,$1 ,Jan,FY-2014,Q3,$0 ,"$1,574 ",6,Japan,Freight,Japan
0.632155301,$318 ,ALL NIPPON AIRWAYS,$1 ,Jan,FY-2014,Q3,$0 ,"$1,143 ",4,Japan,Premium,Japan
0.530516432,$181 ,ALL NIPPON AIRWAYS,$1 ,Jan,FY-2015,Q3,$0 ,$814 ,5,Corporate Office,Premium,Corporate Office
0.716129032,$222 ,ALL NIPPON AIRWAYS,$1 ,Jan,FY-2015,Q3,$0 ,$200 ,1,Japan,Freight,Japan
0.615408179,$309 ,ALL NIPPON AIRWAYS,$1 ,Jan,FY-2015,Q3,$0 ,"$3,616 ",13,Japan,Premium,Japan
0.630484988,$273 ,ALL NIPPON AIRWAYS,$1 ,Feb,FY-2014,Q3,$0 ,$491 ,2,Corporate Office,Premium,Corporate Office
0.704927885,$293 ,ALL NIPPON AIRWAYS,$1 ,Feb,FY-2014,Q3,$0 ,"$1,056 ",4,Japan,Freight,Japan
0.627403523,$233 ,ALL NIPPON AIRWAYS,$1 ,Feb,FY-2014,Q3,$0 ,"$4,199 ",20,Japan,Premium,Japan
0.922352941,"$1,176 ",ALL NIPPON AIRWAYS,$1 ,Feb,FY-2014,Q3,$0 ,"$1,058 ",1,LOCAL,Freight,Business
0.235686275,$601 ,ALL NIPPON AIRWAYS,$0 ,Feb,FY-2015,Q3,$0 ,$541 ,1,Corporate Office,Domestic,Corporate Office
0.605594047,$262 ,ALL NIPPON AIRWAYS,$1 ,Feb,FY-2015,Q3,$0 ,"$4,248 ",18,Japan,Premium,Japan
0.760399334,$229 ,ALL NIPPON AIRWAYS,$1 ,Feb,FY-2015,Q3,$0 ,$411 ,2,LOCAL,Premium,Business
1.123980424,$689 ,ALL NIPPON AIRWAYS,$1 ,Feb,FY-2015,Q3,$0 ,$620 ,1,United States,Premium,United States
0.401909151,$611 ,ALL NIPPON AIRWAYS,$0 ,Mar,FY-2014,Q3,$0 ,"$1,099 ",2,Corporate Office,Premium,Corporate Office
0.593466425,$327 ,ALL NIPPON AIRWAYS,$1 ,Mar,FY-2014,Q3,$0 ,$294 ,1,Japan,Freight,Japan
0.666593018,$274 ,ALL NIPPON AIRWAYS,$1 ,Mar,FY-2014,Q3,$0 ,"$5,431 ",22,Japan,Premium,Japan
0.949152542,$224 ,ALL NIPPON AIRWAYS,$1 ,Mar,FY-2015,Q3,$0 ,$403 ,2,Corporate Office,Premium,Corporate Office
0.881789137,$276 ,ALL NIPPON AIRWAYS,$1 ,Mar,FY-2015,Q3,$0 ,$248 ,1,Japan,Budget,Japan
0.704633205,$365 ,ALL NIPPON AIRWAYS,$1 ,Mar,FY-2015,Q3,$0 ,$657 ,2,Japan,Freight,Japan
0.646984925,$221 ,ALL NIPPON AIRWAYS,$1 ,Mar,FY-2015,Q3,$0 ,"$2,781 ",14,Japan,Premium,Japan
0.79736211,$665 ,ALL NIPPON AIRWAYS,$1 ,Apr,FY-2014,Q4,$0 ,$599 ,1,Corporate Office,Domestic,Corporate Office
0.301270417,$415 ,ALL NIPPON AIRWAYS,$0 ,Apr,FY-2014,Q4,$408 ,$747 ,2,Corporate Office,Freight,Corporate Office
0.417973943,$393 ,ALL NIPPON AIRWAYS,$0 ,Apr,FY-2014,Q4,$585 ,"$1,415 ",4,Corporate Office,Premium,Corporate Office
0.869009585,$272 ,ALL NIPPON AIRWAYS,$1 ,Apr,FY-2014,Q4,$0 ,$245 ,1,Japan,Domestic,Japan
0.430232558,$348 ,ALL NIPPON AIRWAYS,$0 ,Apr,FY-2014,Q4,$377 ,"$1,565 ",5,Japan,Freight,Japan
0.666666667,$296 ,ALL NIPPON AIRWAYS,$1 ,Apr,FY-2014,Q4,$44 ,"$2,396 ",9,Japan,Premium,Japan
0.845882353,"$2,157 ",ALL NIPPON AIRWAYS,$1 ,May,FY-2014,Q4,"$1,276 ","$1,941 ",1,Corporate Office,Domestic,Corporate Office
0.604705882,"$1,542 ",ALL NIPPON AIRWAYS,$1 ,May,FY-2014,Q4,$0 ,"$1,388 ",1,Corporate Office,Freight,Corporate Office
0.620784314,"$1,583 ",ALL NIPPON AIRWAYS,$1 ,May,FY-2014,Q4,$0 ,"$1,425 ",1,Corporate Office,Premium,Corporate Office
0.700239808,$292 ,ALL NIPPON AIRWAYS,$1 ,May,FY-2014,Q4,$0 ,$263 ,1,Japan,Budget,Japan
0.776978417,$324 ,ALL NIPPON AIRWAYS,$1 ,May,FY-2014,Q4,$0 ,$292 ,1,Japan,Domestic,Japan
0.654440154,$339 ,ALL NIPPON AIRWAYS,$1 ,May,FY-2014,Q4,$0 ,$305 ,1,Japan,Freight,Japan
0.697764183,$266 ,ALL NIPPON AIRWAYS,$1 ,May,FY-2014,Q4,$9 ,"$8,623 ",36,Japan,Premium,Japan
0.936816193,"$1,142 ",ALL NIPPON AIRWAYS,$1 ,Jun,FY-2014,Q4,$0 ,"$3,083 ",3,Corporate Office,Premium,Corporate Office
0.73381295,$306 ,ALL NIPPON AIRWAYS,$1 ,Jun,FY-2014,Q4,$0 ,$551 ,2,Japan,Domestic,Japan
0.988439306,$171 ,ALL NIPPON AIRWAYS,$1 ,Jun,FY-2014,Q4,$0 ,$154 ,1,Japan,Freight,Japan
0.665361035,$279 ,ALL NIPPON AIRWAYS,$1 ,Jun,FY-2014,Q4,$0 ,"$7,033 ",28,Japan,Premium,Japan
0.146270818,$202 ,ALPHS AIRWAYS,$0 ,Dec,FY-2015,Q2,$0 ,$182 ,1,LOCAL,Domestic,Business
0.657931034,$191 ,ALPHS AIRWAYS,$1 ,Dec,FY-2015,Q2,$0 ,$859 ,5,LOCAL,Freight,Business
1.04137931,$302 ,ALPHS AIRWAYS,$1 ,Dec,FY-2015,Q2,$0 ,$272 ,1,LOCAL,Premium,Business
0.336510264,$115 ,ALPHS AIRWAYS INDIA PRIVATE LTD,$0 ,Jul,FY-2015,Q1,$0 ,$826 ,8,Corporate Office,Budget,Corporate Office
0.408360129,$127 ,ALPHS AIRWAYS INDIA PRIVATE LTD,$0 ,Jul,FY-2015,Q1,$0 ,$229 ,2,Corporate Office,Domestic,Corporate Office
0.331667708,$177 ,ALPHS AIRWAYS INDIA PRIVATE LTD,$0 ,Jul,FY-2015,Q1,$10 ,$478 ,3,Corporate Office,Premium,Corporate Office
0.206659619,$130 ,ALPHS AIRWAYS INDIA PRIVATE LTD,$0 ,Jul,FY-2015,Q1,$0 ,$352 ,3,India,Domestic,Sourth East Asia
